,category,sub_category,brand,sale_price,market_price,type,rating
10039,Beauty & Hygiene,Health & Medicine,Savlon,324.0,360.0,Face Masks & Safety Gears,4.1
10040,Snacks & Branded Foods,Snacks & Namkeen,Haldirams ,52.25,55.0,Namkeen & Savoury Snacks,4.2
10041,Gourmet & World Food,"Sauces, Spreads & Dips",Jus Amazin,180.0,195.0,"Chocolate, Peanut Spread",4.2
10042,Baby Care,Baby Bath & Hygiene,Dabur,128.25,225.0,Baby Oil & Shampoo,4.6
10043,Gourmet & World Food,Chocolates & Biscuits,Nongshim,99.0,99.0,"Cookies, Biscotti, Wafer",3.7
10044,Gourmet & World Food,"Pasta, Soup & Noodles",San Remo,195.0,195.0,Pastas & Spaghetti,4.8
10045,"Eggs, Meat & Fish","Sausages, Bacon & Salami",La Carne,405.0,405.0,Chicken Sausages,3.9434095831792573
10046,Beauty & Hygiene,Skin Care,It's Skin,891.0,990.0,Face Care,5.0
10047,Gourmet & World Food,Tinned & Processed Food,Hugo Reitzel ,420.75,495.0,"Olive, Jalapeno, Gherkin",4.0
10048,"Kitchen, Garden & Pets",Kitchen Accessories,Crystal,449.0,675.0,Kitchen Tools & Other Accessories,2.0
10049,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Bagrrys,170.0,170.0,Choco & Nut Spread,3.9
10050,Beauty & Hygiene,Skin Care,Himalaya,120.0,160.0,Face Care,4.2
10051,Beauty & Hygiene,Health & Medicine,Godrej Protekt,130.0,160.0,Face Masks & Safety Gears,3.9
10052,Gourmet & World Food,"Sauces, Spreads & Dips",Dana,280.0,280.0,"Jams, Marmalade, Spreads",4.3
10053,Beauty & Hygiene,Hair Care,Kaya Clinic,926.5,1090.0,Hair & Scalp Treatment,3.7
10054,"Kitchen, Garden & Pets",Crockery & Cutlery,Cello,1199.0,1755.0,Dinner Sets,4.8
10055,Beverages,Tea,Octavius,175.0,175.0,Green Tea,3.9434095831792573
10056,Cleaning & Household,All Purpose Cleaners,Lizol,236.0,276.0,Disinfectant Spray & Cleaners,3.9434095831792573
10057,Beauty & Hygiene,Bath & Hand Wash,Lifebuoy,28.0,28.0,Bathing Bars & Soaps,4.3
10058,Gourmet & World Food,Cereals & Breakfast,FabBox,100.0,100.0,Cereal & Granola Bars,3.9434095831792573
10059,Fruits & Vegetables,Cuts & Sprouts,Fresho,33.0,41.25,Cut & Peeled Veggies,3.9434095831792573
10060,Gourmet & World Food,"Sauces, Spreads & Dips",American Garden ,230.0,230.0,Mustard & Cheese Sauces,4.0
10061,Cleaning & Household,Pooja Needs,SBE,109.0,280.0,Other Pooja Needs,3.3
10062,"Bakery, Cakes & Dairy",Dairy,Amul,22.0,25.0,"Flavoured, Soya Milk",3.9
10063,Cleaning & Household,"Mops, Brushes & Scrubs",Magix,99.0,99.0,Toilet & Other Brushes,2.3
10064,Gourmet & World Food,Cereals & Breakfast,The Nibble Box,485.0,485.0,Cereal & Granola Bars,5.0
10065,"Foodgrains, Oil & Masala",Dals & Pulses,Himalayan Natives,119.0,140.0,"Toor, Channa & Moong Dal",3.0
10066,Snacks & Branded Foods,Indian Mithai,D-Alive,599.0,599.0,"Tinned, Packed Sweets",4.0
10067,Gourmet & World Food,"Pasta, Soup & Noodles",Colavita,210.0,210.0,Pastas & Spaghetti,3.9434095831792573
10068,Baby Care,Diapers & Wipes,Huggies,2017.92,2398.0,Diapers,3.4
10069,Beauty & Hygiene,Bath & Hand Wash,Dettol,225.0,250.0,Hand Wash & Sanitizers,4.3
10070,"Kitchen, Garden & Pets",Crockery & Cutlery,Superware,229.0,295.0,Glassware,3.0
10071,"Foodgrains, Oil & Masala",Dry Fruits,Soulfit,449.0,449.0,Raisins,2.5
10072,"Foodgrains, Oil & Masala",Dals & Pulses,Manna ,96.75,129.0,Urad & Other Dals,4.1
10073,Cleaning & Household,Fresheners & Repellents,Soulflower,250.0,250.0,Air Freshener,3.9434095831792573
10074,Gourmet & World Food,"Sauces, Spreads & Dips",Blue Dragon,150.0,150.0,Thai & Asian Sauces,4.0
10075,Snacks & Branded Foods,Chocolates & Candies,LiL'Goodness,40.0,50.0,Chocolates,4.5
10076,Cleaning & Household,"Mops, Brushes & Scrubs",Magix,260.0,260.0,"Mops, Wipers",3.1
10077,Beauty & Hygiene,Skin Care,It's Skin,100.0,100.0,Face Care,3.7
10078,"Kitchen, Garden & Pets",Storage & Accessories,Mastercook,69.0,113.0,Containers Sets,4.2
10079,Gourmet & World Food,Cooking & Baking Needs,SPICHI,94.5,189.0,"Curry Paste, Coconut Milk",5.0
10080,Beauty & Hygiene,Men's Grooming,United Colors Of Benetton ,3000.0,3000.0,Men's Deodorants,1.0
10081,"Kitchen, Garden & Pets",Pet Food & Accessories,Royal Canin,1950.0,1950.0,Pet Meals & Treats,3.9434095831792573
10082,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Earthon,275.0,275.0,Other Edible Oils,3.9434095831792573
10083,"Kitchen, Garden & Pets",Appliances & Electricals,Crompton,275.0,600.0,CFL & Led Bulbs,1.0
10084,"Kitchen, Garden & Pets",Storage & Accessories,Flair,149.0,235.0,Containers Sets,5.0
10085,Snacks & Branded Foods,Biscuits & Cookies,Cadbury Oreo,97.5,130.0,Cream Biscuits & Wafers,4.3
10086,Beauty & Hygiene,Health & Medicine,Jiva Ayurveda,47.0,47.0,Ayurveda,3.9434095831792573
10087,Beauty & Hygiene,Skin Care,Garnier,423.22,594.0,Face Care,3.9434095831792573
10088,Beauty & Hygiene,Bath & Hand Wash,Palmolive,207.22,219.0,Hand Wash & Sanitizers,3.9434095831792573
10089,"Kitchen, Garden & Pets",Storage & Accessories,Saaj,259.0,259.0,Containers Sets,3.9434095831792573
10090,Cleaning & Household,Bins & Bathroom Ware,Swastik,49.0,85.0,"Hangers, Clips & Rope",3.8
10091,Gourmet & World Food,"Sauces, Spreads & Dips",Prasukh,98.1,109.0,"Jams, Marmalade, Spreads",4.5
10092,"Kitchen, Garden & Pets",Appliances & Electricals,Mansaa,85.0,399.0,CFL & Led Bulbs,3.9
10093,Beauty & Hygiene,Hair Care,USTRAA,153.0,199.0,Hair Care & Styling,3.9
10094,Snacks & Branded Foods,Snacks & Namkeen,Sanjay ,55.0,55.0,Namkeen & Savoury Snacks,3.9
10095,Gourmet & World Food,Chocolates & Biscuits,IMPACT,120.0,120.0,"Marshmallow, Candy, Jelly",4.8
10096,"Foodgrains, Oil & Masala",Rice & Rice Products,Kohinoor,549.0,810.0,Basmati Rice,4.2
10097,"Kitchen, Garden & Pets",Cookware & Non Stick,Trm,329.0,595.0,Tawa & Sauce Pan,3.8
10098,Gourmet & World Food,Chocolates & Biscuits,Lindberg,299.0,549.0,"Luxury Chocolates, Gifts",4.2
10099,Fruits & Vegetables,Organic Fruits & Vegetables,Fresho,29.0,36.25,Organic Vegetables,3.9434095831792573
10100,"Kitchen, Garden & Pets",Crockery & Cutlery,Claycraft,349.0,486.0,"Cups, Mugs & Tumblers",4.3
10101,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Sundrop,426.0,426.0,Blended Cooking Oils,4.2
10102,Cleaning & Household,Pooja Needs,Sln  ,50.0,50.0,Camphor & Wicks,3.7
10103,"Eggs, Meat & Fish",Fish & Seafood,Seastar,199.0,199.0,Frozen Fish & Seafood,3.9434095831792573
10104,Beauty & Hygiene,Oral Care,Pepsodent,17.0,17.0,Toothbrush,4.1
10105,Beauty & Hygiene,Skin Care,Nivea Men,114.8,140.0,Face & Body,4.2
10106,Beauty & Hygiene,Makeup,Lakme,97.5,130.0,Eyes,4.2
10107,"Kitchen, Garden & Pets",Appliances & Electricals,Nippo,125.0,150.0,Battery & Electrical,4.1
10108,Baby Care,Baby Bath & Hygiene,Johnsons,90.0,90.0,Baby Creams & Lotions,4.1
10109,"Foodgrains, Oil & Masala",Masalas & Spices,bb Royal,207.5,300.0,Whole Spices,3.9434095831792573
10110,"Kitchen, Garden & Pets",Storage & Accessories,Princeware,59.0,86.0,Containers Sets,4.0
10111,Gourmet & World Food,Chocolates & Biscuits,GoodDiet,159.0,225.0,"Cookies, Biscotti, Wafer",3.9434095831792573
10112,Cleaning & Household,Fresheners & Repellents,CamPure,150.0,150.0,Camphor & Wicks,3.5
10113,Gourmet & World Food,Tinned & Processed Food,Daucy,202.5,225.0,Beans & Pulses,3.9434095831792573
10114,"Foodgrains, Oil & Masala",Masalas & Spices,Catch,42.5,50.0,Powdered Spices,4.2
10115,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Tong Garden,161.5,190.0,Roasted Seeds & Nuts,3.9
10116,Beauty & Hygiene,Feminine Hygiene,STAYFREE,66.0,66.0,Sanitary Napkins,4.2
10117,"Foodgrains, Oil & Masala",Masalas & Spices,Kesari,299.0,299.0,Whole Spices,3.7
10118,"Kitchen, Garden & Pets",Storage & Accessories,Asian,189.0,276.0,Lunch Boxes,4.0
10119,"Kitchen, Garden & Pets",Pet Food & Accessories,Drools,680.0,800.0,Pet Meals & Treats,4.1
10120,Snacks & Branded Foods,Ready To Cook & Eat,Nature's First,35.0,35.0,Canned Food,3.9434095831792573
10121,Baby Care,Baby Bath & Hygiene,Mamaearth,249.0,249.0,Baby Health,4.6
10122,Baby Care,Baby Food & Formula,1st Bites,250.0,250.0,Organic Baby Food,4.2
10123,Cleaning & Household,All Purpose Cleaners,PureCult,209.3,299.0,Toilet Cleaners,4.5
10124,"Foodgrains, Oil & Masala",Dals & Pulses,Super Saver,238.0,380.0,Urad & Other Dals,4.0
10125,Snacks & Branded Foods,Snacks & Namkeen,Tasties,110.0,110.0,Namkeen & Savoury Snacks,4.3
10126,Snacks & Branded Foods,Snacks & Namkeen,FruitTreat,52.5,70.0,Namkeen & Savoury Snacks,1.0
10127,Cleaning & Household,Stationery,Kaadoo,600.0,799.0,Games & Calculators,3.9434095831792573
10128,"Kitchen, Garden & Pets",Crockery & Cutlery,Iveo ,299.0,450.0,Glassware,3.7
10129,Cleaning & Household,All Purpose Cleaners,Sanitt,150.0,150.0,Toilet Cleaners,3.7
10130,Gourmet & World Food,"Pasta, Soup & Noodles",Voila,190.0,190.0,Pastas & Spaghetti,3.9434095831792573
10131,"Foodgrains, Oil & Masala",Organic Staples,Tata Sampann,89.25,105.0,Organic Dals & Pulses,4.3
10132,Beauty & Hygiene,Men's Grooming,The Man Company,245.0,350.0,Moustache & Beard Care,4.0
10133,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Snacky,100.0,100.0,"Jam, Conserve, Marmalade",3.9434095831792573
10134,"Kitchen, Garden & Pets",Storage & Accessories,Home Puff,869.0,1999.0,Racks & Holders,3.9434095831792573
10135,Beauty & Hygiene,Hair Care,BodyHerbals,299.0,299.0,Shampoo & Conditioner,3.0
10136,Fruits & Vegetables,Fresh Fruits,Fresho,179.0,223.75,Apples & Pomegranate,3.9434095831792573
10137,Snacks & Branded Foods,Snacks & Namkeen,Haldirams ,141.0,141.0,Namkeen & Savoury Snacks,4.1
10138,Beauty & Hygiene,Health & Medicine,Seni,2400.0,2400.0,Adult Diapers,3.9434095831792573
10139,Snacks & Branded Foods,Breakfast Cereals,Saffola,205.0,207.0,Oats & Porridge,4.1
10140,"Foodgrains, Oil & Masala",Rice & Rice Products,Popular Essentials,130.0,130.0,Raw Rice,3.9
10141,Beauty & Hygiene,Skin Care,Fuschia,405.0,450.0,Face Care,3.9434095831792573
10142,Beauty & Hygiene,Bath & Hand Wash,Santoor,118.44,126.0,Bathing Bars & Soaps,4.4
10143,"Kitchen, Garden & Pets",Storage & Accessories,Treo,449.0,665.0,Containers Sets,4.6
10144,Beauty & Hygiene,Hair Care,Morpheme Remedies,549.0,549.0,Hair Oil & Serum,4.1
10145,Beauty & Hygiene,Hair Care,Nyle,164.0,205.0,Shampoo & Conditioner,4.2
10146,Beauty & Hygiene,Skin Care,Aroma Treasures,637.2,708.0,Aromatherapy,3.9434095831792573
10147,"Foodgrains, Oil & Masala",Masalas & Spices,bb Royal,315.0,350.0,Whole Spices,4.1
10148,"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery",Parry's,65.0,65.0,Sugar & Jaggery,4.2
10149,"Kitchen, Garden & Pets",Steel Utensils,BB Home,199.0,259.0,Steel Storage Containers,3.9434095831792573
10150,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Frubites,195.0,195.0,Dry Fruits & Berries,3.9434095831792573
10151,Beauty & Hygiene,Fragrances & Deos,Guess,3192.0,3990.0,Eau De Toilette,3.9434095831792573
10152,"Kitchen, Garden & Pets",Kitchen Accessories,BB Home,129.0,199.0,"Strainer, Ladle, Spatula",4.0
10153,"Kitchen, Garden & Pets",Storage & Accessories,Mahaware,289.0,399.0,Containers Sets,3.2
10154,"Kitchen, Garden & Pets",Storage & Accessories,BB Home,209.0,499.0,Water & Fridge Bottles,3.9434095831792573
10155,"Foodgrains, Oil & Masala",Masalas & Spices,MAGGI ,950.0,950.0,Blended Masalas,3.9434095831792573
10156,"Kitchen, Garden & Pets",Steel Utensils,BB Home,199.0,279.0,Bowls & Vessels,4.4
10157,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Delight Nuts,399.0,399.0,Dry Fruits & Berries,3.9434095831792573
10158,Gourmet & World Food,"Sauces, Spreads & Dips",The Gourmet Jar,199.2,249.0,Mustard & Cheese Sauces,3.0
10159,"Kitchen, Garden & Pets",Steel Utensils,BB Home,329.0,459.0,Plates & Tumblers,4.1
10160,"Bakery, Cakes & Dairy",Breads & Buns,Britannia,45.0,45.0,"Brown, Wheat & Multigrain",3.9434095831792573
10161,"Kitchen, Garden & Pets",Storage & Accessories,Princeware,59.0,90.0,Containers Sets,4.0
10162,Beauty & Hygiene,Health & Medicine,Kerala Ayurveda,150.0,150.0,Ayurveda,3.9434095831792573
10163,Baby Care,Baby Bath & Hygiene,Cetaphil ,585.0,585.0,Baby Oil & Shampoo,4.7
10164,Beauty & Hygiene,Skin Care,BIOTIQUE,202.5,270.0,Face Care,3.7
10165,"Kitchen, Garden & Pets",Pet Food & Accessories,Glenand,325.0,325.0,Pet Feeding Support,3.9434095831792573
10166,"Kitchen, Garden & Pets",Kitchen Accessories,Anjali,149.0,179.0,Choppers & Graters,3.5
10167,Gourmet & World Food,Drinks & Beverages,Beanies,495.0,495.0,Coffee & Pre-Mix,3.9434095831792573
10168,Beverages,Fruit Juices & Drinks,Gulabs,250.0,250.0,Syrups & Concentrates,3.7
10169,Beverages,Tea,&Me,330.0,330.0,Green Tea,4.8
10170,Beauty & Hygiene,Skin Care,Glamveda,120.0,150.0,Face Care,4.2
10171,"Foodgrains, Oil & Masala",Dry Fruits,Chandan,150.0,150.0,Mukhwas,4.1
10172,"Foodgrains, Oil & Masala",Organic Staples,PRISTINE,188.0,188.0,Organic Dry Fruits,4.1
10173,Snacks & Branded Foods,"Spreads, Sauces, Ketchup",Dr. Oetker,89.0,89.0,Tomato Ketchup & Sauces,4.2
10174,Snacks & Branded Foods,Frozen Veggies & Snacks,Safal,95.0,95.0,Frozen Vegetables,3.3
10175,Gourmet & World Food,Chocolates & Biscuits,Schogetten,200.0,200.0,International Chocolates,3.9434095831792573
10176,"Foodgrains, Oil & Masala",Edible Oils & Ghee,Aashirvaad Svasti,580.0,605.0,Ghee & Vanaspati,4.3
10177,Beauty & Hygiene,Hair Care,Joy,128.0,160.0,Shampoo & Conditioner,4.0
10178,Fruits & Vegetables,Fresh Vegetables,Fresho,32.0,40.0,Exotic Vegetables,3.9434095831792573
10179,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Nutty Gritties,375.0,375.0,Dry Fruits & Berries,3.9434095831792573
10180,"Bakery, Cakes & Dairy",Ice Creams & Desserts,kwality walls,134.0,140.0,Ice Creams,3.9434095831792573
10181,Beauty & Hygiene,Health & Medicine,Jiva Ayurveda,150.0,150.0,Ayurveda,3.9434095831792573
10182,Beauty & Hygiene,Bath & Hand Wash,Khadi Natural,70.0,70.0,Bathing Bars & Soaps,4.2
10183,"Kitchen, Garden & Pets",Bakeware,DP,135.0,299.0,Bakeware Accessories,3.9434095831792573
10184,Beauty & Hygiene,Skin Care,Olay,719.2,899.0,Face Care,4.0
10185,Beauty & Hygiene,Health & Medicine,FAST&UP,875.0,875.0,Supplements & Proteins,1.0
10186,"Kitchen, Garden & Pets",Crockery & Cutlery,Iveo ,209.0,262.0,Plates & Bowls,3.9434095831792573
10187,Gourmet & World Food,Cereals & Breakfast,GoodDiet,419.0,675.0,Cereal & Granola Bars,3.9434095831792573
10188,Gourmet & World Food,"Pasta, Soup & Noodles",Koka,90.0,100.0,Imported Noodles,3.8
10189,Cleaning & Household,"Mops, Brushes & Scrubs",BB Home,159.0,175.0,"Mops, Wipers",3.9434095831792573
10190,"Bakery, Cakes & Dairy",Cakes & Pastries,Fresho Signature,209.0,209.0,Tea Cakes & Slice Cakes,4.2
10191,Gourmet & World Food,"Sauces, Spreads & Dips",Sakurafresh,260.0,260.0,"Jams, Marmalade, Spreads",3.9434095831792573
10192,Beauty & Hygiene,Fragrances & Deos,Nautica,1612.5,2150.0,Eau De Toilette,3.8
10193,Snacks & Branded Foods,Biscuits & Cookies,Sunfeast,54.0,60.0,Cream Biscuits & Wafers,4.2
10194,"Bakery, Cakes & Dairy",Cakes & Pastries,The Baker's Dozen,159.0,159.0,Tea Cakes & Slice Cakes,3.2
10195,Beauty & Hygiene,Hair Care,Khadi Meghdoot ,250.0,250.0,Hair Oil & Serum,3.9434095831792573
10196,Snacks & Branded Foods,Ready To Cook & Eat,TATA Q,74.5,149.0,Heat & Eat Ready Meals,2.8
10197,Snacks & Branded Foods,Frozen Veggies & Snacks,Farmland,44.0,55.0,Frozen Vegetables,2.6
10198,"Foodgrains, Oil & Masala","Salt, Sugar & Jaggery",Organic Nation,55.0,55.0,Salts,4.6
10199,Gourmet & World Food,Chocolates & Biscuits,Trident,160.0,160.0,"Marshmallow, Candy, Jelly",3.9434095831792573
10200,Beauty & Hygiene,Skin Care,BIOTIQUE,405.0,540.0,Face Care,4.2
10201,Beauty & Hygiene,Skin Care,StBotanica,549.0,549.0,Body Care,5.0
10202,Beauty & Hygiene,Fragrances & Deos,David Beckham,2320.0,2900.0,Eau De Toilette,5.0
10203,"Foodgrains, Oil & Masala",Rice & Rice Products,bb Royal,286.0,410.0,Basmati Rice,3.9434095831792573
10204,Beauty & Hygiene,Men's Grooming,Bombay Shaving Company,287.1,319.0,Face & Body,1.0
10205,Snacks & Branded Foods,Snacks & Namkeen,Lays,144.49,170.0,Chips & Corn Snacks,4.2
10206,"Kitchen, Garden & Pets",Kitchen Accessories,Fackelmann,99.0,149.0,Kitchen Tools & Other Accessories,4.0
10207,Beauty & Hygiene,Fragrances & Deos,Engage,249.5,499.0,Eau De Parfum,3.9
10208,Beauty & Hygiene,Skin Care,Mirah Belle,295.0,295.0,Lip Care,3.9434095831792573
10209,"Foodgrains, Oil & Masala",Masalas & Spices,bb Royal,42.0,80.0,Whole Spices,4.1
10210,"Kitchen, Garden & Pets",Appliances & Electricals,Eveready,45.0,70.0,CFL & Led Bulbs,3.9434095831792573
10211,Beauty & Hygiene,Hair Care,Khadi Meghdoot ,220.0,220.0,Dry Shampoo & Conditioner,3.9434095831792573
10212,Beauty & Hygiene,Health & Medicine,Meghdoot,450.0,450.0,Ayurveda,3.9434095831792573
10213,Snacks & Branded Foods,Ready To Cook & Eat,Gits,88.0,99.0,Heat & Eat Ready Meals,3.8
10214,"Kitchen, Garden & Pets",Cookware & Non Stick,Le Kaviraj,319.0,699.0,Tawa & Sauce Pan,3.1
10215,Cleaning & Household,Pooja Needs,DP,391.2,489.0,Candles & Match Box,3.9434095831792573
10216,Cleaning & Household,"Mops, Brushes & Scrubs",Magix,300.0,300.0,"Mops, Wipers",2.4
10217,Gourmet & World Food,"Sauces, Spreads & Dips",Tabasco,449.0,449.0,Thai & Asian Sauces,4.4
10218,Beauty & Hygiene,Mothers & Maternity,Seni,237.0,250.0,Sanitary Napkins,3.0
10219,Beverages,Tea,ORGANIC INDIA,168.0,168.0,Tea Bags,4.2
10220,"Kitchen, Garden & Pets",Crockery & Cutlery,Ziva,259.0,399.0,Glassware,4.2
10221,Cleaning & Household,Bins & Bathroom Ware,Princeware,149.0,199.0,Buckets & Mugs,3.5
10222,Gourmet & World Food,Cereals & Breakfast,True Elements,506.0,595.0,Muesli & Rice Cakes,3.9434095831792573
10223,"Foodgrains, Oil & Masala",Dals & Pulses,bb Royal,110.0,149.0,Organic Millet & Flours,4.0
10224,Cleaning & Household,Pooja Needs,Shalimar,54.0,60.0,"Agarbatti, Incense Sticks",5.0
10225,Beauty & Hygiene,Skin Care,Kaya Clinic,622.5,830.0,Face Care,3.4
10226,Beauty & Hygiene,Skin Care,Moti's,75.0,75.0,Body Care,2.8
10227,Snacks & Branded Foods,Breakfast Cereals,Kelloggs,270.0,310.0,Flakes,4.3
10228,Beauty & Hygiene,Bath & Hand Wash,BB Home,189.0,275.0,Bathing Accessories,3.5
10229,Beauty & Hygiene,Hair Care,Loreal Paris,150.0,150.0,Hair Oil & Serum,4.1
10230,Beauty & Hygiene,Feminine Hygiene,Peebuddy,276.25,325.0,Intimate Wash & Care,5.0
10231,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Ketofy,299.0,299.0,"Healthy, Baked Snacks",3.9434095831792573
10232,Beauty & Hygiene,Men's Grooming,Nova,388.05,995.0,Moustache & Beard Care,3.1
10233,Beauty & Hygiene,Skin Care,Azafran,187.5,250.0,Face Care,3.9434095831792573
10234,Beauty & Hygiene,Skin Care,Elovera,184.0,230.0,Body Care,3.9434095831792573
10235,Gourmet & World Food,"Snacks, Dry Fruits, Nuts",Fresho Signature,49.0,65.0,Dry Fruits & Berries,3.9434095831792573
10236,"Foodgrains, Oil & Masala",Masalas & Spices,Keya,407.15,479.0,Herbs & Seasoning,4.3
10237,"Foodgrains, Oil & Masala",Masalas & Spices,Chings,10.0,10.0,Blended Masalas,4.1
10238,"Foodgrains, Oil & Masala",Organic Staples,bb Royal,90.0,99.0,Organic Dals & Pulses,3.9434095831792573
10239,"Kitchen, Garden & Pets",Crockery & Cutlery,Pasabahce,449.0,558.0,Glassware,3.5
10240,Snacks & Branded Foods,Ready To Cook & Eat,Dr. Oetker,125.0,125.0,Home Baking,4.3
10241,Beauty & Hygiene,Skin Care,Nivea,249.6,260.0,Body Care,4.2
10242,"Kitchen, Garden & Pets",Pet Food & Accessories,Dogsee Crunch,199.0,199.0,Pet Meals & Treats,3.9434095831792573
10243,Beauty & Hygiene,Feminine Hygiene,Sofy,352.0,399.0,Sanitary Napkins,4.5
10244,"Kitchen, Garden & Pets",Pet Food & Accessories,Dogsee Crunch,199.0,199.0,Pet Meals & Treats,3.5
10245,"Foodgrains, Oil & Masala",Masalas & Spices,Catch,24.0,24.0,Cooking Pastes,4.1
10246,Beauty & Hygiene,Fragrances & Deos,Maryaj,799.5,1599.0,Eau De Parfum,5.0
10247,Beauty & Hygiene,Health & Medicine,Sri Sri Tattva,150.0,150.0,Ayurveda,3.9434095831792573
10248,Snacks & Branded Foods,Biscuits & Cookies,Dukes,59.0,59.0,Cream Biscuits & Wafers,3.8
10249,Gourmet & World Food,Drinks & Beverages,Elephant House,65.0,65.0,"Aerated, Still, Sparkling",3.9434095831792573
10250,Fruits & Vegetables,Exotic Fruits & Veggies,Fresho,46.0,57.5,Cut & Peeled Veggies,3.9434095831792573
10251,Cleaning & Household,"Mops, Brushes & Scrubs",Liao,19.0,35.0,"Utensil Scrub-Pad, Glove",3.9434095831792573
10252,"Bakery, Cakes & Dairy",Bakery Snacks,The Baker's Dozen,109.0,109.0,Bread Sticks & Lavash,2.5
10253,Beauty & Hygiene,Feminine Hygiene,Dimples,875.0,875.0,Hair Removal,3.9434095831792573
10254,Beauty & Hygiene,Skin Care,YVES ROCHER,1100.0,1100.0,Face Care,3.9434095831792573
10255,"Kitchen, Garden & Pets",Bakeware,HAZEL,109.0,429.0,Baking Tools & Brushes,4.1
10256,Baby Care,Baby Bath & Hygiene,Johnsons,141.0,150.0,Baby Creams & Lotions,4.3
10257,"Foodgrains, Oil & Masala",Dals & Pulses,Tata Sampann,135.8,140.0,Urad & Other Dals,4.2
10258,Beverages,Fruit Juices & Drinks,Real Activ,216.0,270.0,"Unsweetened, Cold Press",4.0
10259,Beauty & Hygiene,Skin Care,Aroma Treasures,353.7,393.0,Aromatherapy,4.5
10260,Cleaning & Household,"Mops, Brushes & Scrubs",Scotch brite,149.92,160.0,Toilet & Other Brushes,3.7
10261,Gourmet & World Food,Drinks & Beverages,TGL Co.,359.4,599.0,Gourmet Tea & Tea Bags,3.9434095831792573
10262,"Bakery, Cakes & Dairy",Breads & Buns,Fresho,49.0,49.0,"Brown, Wheat & Multigrain",3.9434095831792573
10263,Beauty & Hygiene,Fragrances & Deos,Set Wet,150.0,250.0,Men's Deodorants,3.5
10264,Beauty & Hygiene,Skin Care,Natural Vibes,449.0,449.0,Face Care,3.9434095831792573
10265,"Kitchen, Garden & Pets",Storage & Accessories,Saaj,109.0,149.0,Containers Sets,4.1
10266,Snacks & Branded Foods,Chocolates & Candies,Kiara Foods,50.0,50.0,"Toffee, Candy & Lollypop",3.4
10267,Beverages,Tea,VAHDAM,140.0,200.0,Leaf & Dust Tea,3.8
10268,"Kitchen, Garden & Pets",Steel Utensils,NanoNine,85.0,117.0,Steel Lunch Boxes,2.8
10269,Beauty & Hygiene,Skin Care,moha,220.0,275.0,Body Care,3.9434095831792573
10270,Cleaning & Household,All Purpose Cleaners,Cif,399.0,399.0,Imported Cleaners,3.9434095831792573
10271,Beauty & Hygiene,Fragrances & Deos,Rexona,114.75,135.0,Women's Deodorants,4.2
